borrower_id,age,gender,education_level,village_state,occupation_type,family_members,dependents,land_size_acres,crop_type,rainfall_mm,irrigation_type,soil_quality_index,annual_yield_tonnes,shop_monthly_revenue,business_expenses,inventory_value,annual_income,mobile_transactions_per_month,loan_amount_requested,previous_loans,previous_defaults,loan_repayment_status
R4692,53,Female,Secondary,Maharashtra,Farmer,2,0,6.48,Wheat,546.1,Borewell,40,15.49,0,0,0,291716.8,20,157211,0,0,1
R4693,56,Female,Secondary,Gujarat,Service Provider,7,2,0,None,0,NA,0,0,97089.12,72421.9,77165.48,51677.21,22,93718,0,0,0
R4694,42,Male,Secondary,Kerala,Farmer,7,5,5.56,Cotton,945.9,Canal,74,13.83,0,0,0,262543.5,19,118686,1,0,1
R4695,49,Male,Primary,Bihar,Daily Wage,7,0,0,None,0,NA,0,0,86793.98,62348.12,49506.29,58321.23,15,160326,0,0,0
R4696,35,Male,Secondary,Madhya Pradesh,Daily Wage,4,1,0,None,0,NA,0,0,297193.1,224011.95,70504.47,90604.95,25,63678,1,0,0
R4697,21,Male,Graduate,Gujarat,Shopkeeper,8,4,0,None,0,NA,0,0,86428.02,64219.36,17577.81,36352,16,179631,3,0,0
R4698,35,Male,None,Uttar Pradesh,Farmer,7,0,7.28,Wheat,1154.8,Borewell,83,7.88,0,0,0,223043.43,14,130357,0,0,1
R4699,52,Female,Primary,Tamil Nadu,Farmer,2,0,8.33,Cotton,449.9,Rain-fed,85,10.69,0,0,0,448485.82,15,97019,3,0,1
R4700,51,Male,Secondary,Madhya Pradesh,Farmer,4,0,2.47,Millets,948.2,Canal,42,2.15,0,0,0,50863.25,16,112369,0,0,0
R4701,34,Female,Primary,Tamil Nadu,Farmer,3,0,8.33,Pulses,1026.5,Borewell,56,18.53,0,0,0,271497.28,18,31524,1,1,1
R4702,42,Male,Primary,Bihar,Daily Wage,3,1,0,None,0,NA,0,0,289248.37,131781.08,30136.72,171346.39,20,47119,0,0,1
R4703,62,Female,Secondary,Bihar,Farmer,4,1,6.52,Rice,822.4,Rain-fed,85,13.76,0,0,0,297631.78,23,184298,3,0,1
R4704,20,Female,Primary,Andhra Pradesh,Farmer,7,1,8.6,Corn,890.4,Rain-fed,45,12.87,0,0,0,348845.27,23,62187,0,0,1
R4705,47,Female,Primary,Madhya Pradesh,Shopkeeper,2,0,0,None,0,NA,0,0,136096.95,59463.18,40282.94,104915.53,14,181788,2,0,0
R4706,22,Male,None,Madhya Pradesh,Farmer,8,2,5.45,Cotton,670.7,Canal,63,12.63,0,0,0,259844.06,13,144595,1,0,1
R4707,56,Female,Graduate,Karnataka,Farmer,6,4,3.6,Groundnut,766.2,Canal,57,6.4,0,0,0,161070.79,21,84473,2,0,1
R4708,48,Female,Primary,Karnataka,Farmer,4,0,8.54,Pulses,1157.7,Rain-fed,67,10.41,0,0,0,267095.92,29,66963,1,0,1
R4709,42,Female,Primary,Maharashtra,Farmer,7,0,1.71,Wheat,802.6,Rain-fed,55,2.77,0,0,0,61686.38,22,41993,3,0,1
R4710,63,Female,None,Telangana,Daily Wage,4,1,0,None,0,NA,0,0,148640.02,90632.08,49340.13,86052.75,21,159973,2,0,0
R4711,41,Female,Secondary,Kerala,Shopkeeper,6,5,0,None,0,NA,0,0,81067.26,38858.91,61756.46,60600.13,20,116187,3,0,0
R4712,55,Male,Primary,Karnataka,Farmer,8,4,6.42,Cotton,1161.2,Borewell,61,14.83,0,0,0,292221.71,21,114398,1,0,1
R4713,24,Female,Primary,Andhra Pradesh,Daily Wage,7,2,0,None,0,NA,0,0,253819.3,106647.16,71959.09,174760.91,25,177777,3,0,1
R4714,47,Male,Primary,Kerala,Daily Wage,4,3,0,None,0,NA,0,0,88833,61160.38,39156.5,58104.79,22,117484,3,0,1
R4715,22,Male,Secondary,Maharashtra,Farmer,8,0,8.96,Sugarcane,607,Borewell,53,11.39,0,0,0,380060.56,23,117680,2,0,1
R4716,26,Female,Secondary,Bihar,Farmer,3,0,3.87,Corn,599.5,Canal,46,9.37,0,0,0,157942.88,15,122082,1,0,1
R4717,34,Male,Secondary,Madhya Pradesh,Farmer,7,1,3.01,Cotton,1072.7,Rain-fed,70,4.33,0,0,0,83382.67,21,132295,2,0,1
R4718,27,Female,Secondary,Gujarat,Shopkeeper,5,3,0,None,0,NA,0,0,288473.46,228274.31,72194.51,94411.51,16,105641,0,0,0
R4719,25,Male,Primary,Uttar Pradesh,Farmer,6,0,4.52,Corn,1107.2,Rain-fed,51,5.4,0,0,0,177120.34,22,107213,1,0,1
R4720,41,Female,Primary,Kerala,Farmer,7,0,7.31,Cotton,970.7,Rain-fed,45,8.65,0,0,0,434699.65,20,67155,2,0,1
R4721,35,Male,Secondary,Tamil Nadu,Farmer,2,1,3.72,Groundnut,562.8,Borewell,75,4.26,0,0,0,115427.47,18,36920,3,0,0
R4722,60,Female,Graduate,Maharashtra,Farmer,3,1,0.71,Cotton,919.5,Borewell,40,0.62,0,0,0,39358.81,14,60415,3,0,0
R4723,58,Female,Primary,Maharashtra,Farmer,6,3,5.91,Millets,994.7,Borewell,76,8.15,0,0,0,276122.51,20,39592,1,0,1
R4724,56,Male,Secondary,Uttar Pradesh,Farmer,6,5,4.19,Sugarcane,1001.4,Borewell,55,9.14,0,0,0,112392.34,18,149444,0,0,0
R4725,62,Male,None,Maharashtra,Farmer,2,1,5.2,Pulses,1003.6,Canal,73,10.33,0,0,0,237029.47,24,102915,1,0,1
R4726,33,Female,Primary,Tamil Nadu,Farmer,5,0,7.86,Millets,1285.6,Canal,66,8.31,0,0,0,292264.22,23,150603,3,0,0
R4727,43,Female,None,Tamil Nadu,Service Provider,5,1,0,None,0,NA,0,0,134104.21,89163.96,35722.64,83275.01,18,157525,0,0,0
R4728,64,Female,Graduate,Karnataka,Farmer,8,1,6.35,Groundnut,873.3,Borewell,53,8.97,0,0,0,236227.16,18,188562,3,0,0
R4729,38,Male,None,Andhra Pradesh,Farmer,4,3,6.8,Cotton,1074.9,Rain-fed,83,6.9,0,0,0,288570.8,27,113957,1,0,1
R4730,22,Female,Primary,Odisha,Farmer,5,4,3.65,Corn,809.9,Canal,53,3.58,0,0,0,158660.64,14,161260,1,0,1
R4731,37,Female,Secondary,Telangana,Shopkeeper,3,1,0,None,0,NA,0,0,240166.09,177028.61,17401.46,79081.83,25,167013,3,1,0
R4732,20,Male,None,Odisha,Shopkeeper,4,0,0,None,0,NA,0,0,297538.96,221896.42,46432.43,94965.59,21,87003,0,0,0
R4733,39,Male,None,Kerala,Shopkeeper,8,0,0,None,0,NA,0,0,245024.89,107100.75,64557.5,148884.1,20,44704,0,0,0
R4734,65,Male,Primary,Uttar Pradesh,Shopkeeper,7,2,0,None,0,NA,0,0,184257.34,85450.55,72637.1,133777.16,28,155214,3,0,0
R4735,36,Male,Primary,Telangana,Farmer,5,2,3.54,Corn,902.7,Rain-fed,84,3.94,0,0,0,113634.37,20,162971,1,0,1
R4736,45,Male,None,Kerala,Farmer,2,0,7.22,Corn,808.4,Canal,48,11.7,0,0,0,189984.6,23,155988,1,0,0
R4737,45,Female,Primary,Uttar Pradesh,Farmer,8,6,2.18,Wheat,832.7,Borewell,75,1.98,0,0,0,127721.63,22,44169,0,0,1
R4738,39,Female,None,Madhya Pradesh,Daily Wage,4,1,0,None,0,NA,0,0,78403.54,49598.38,72714.77,55468.27,21,33186,0,0,0
R4739,51,Male,None,Telangana,Shopkeeper,8,7,0,None,0,NA,0,0,65187.53,49237.71,17180.07,55943.5,15,191322,0,0,0
R4740,63,Male,Graduate,Karnataka,Shopkeeper,2,1,0,None,0,NA,0,0,146949.43,101949.59,34559.97,64148.07,16,73756,0,0,0
R4741,61,Male,None,Tamil Nadu,Shopkeeper,2,0,0,None,0,NA,0,0,127957.96,102313.64,32911.73,48327.55,18,83028,2,0,0
R4742,58,Female,Secondary,Maharashtra,Daily Wage,2,1,0,None,0,NA,0,0,116108.66,66098.81,59044.86,61307.14,18,71619,1,0,0
R4743,42,Female,Secondary,Telangana,Farmer,3,1,1.81,Wheat,639.8,Rain-fed,60,3.31,0,0,0,72713.99,16,59002,1,0,1
R4744,31,Female,Secondary,Madhya Pradesh,Farmer,8,6,7.75,Wheat,1091.2,Rain-fed,52,6.95,0,0,0,346948.42,22,134617,0,0,1
R4745,42,Male,Primary,Bihar,Farmer,3,2,5.62,Corn,1249,Rain-fed,50,4.94,0,0,0,287355.88,37,169779,3,0,1
R4746,43,Female,None,Tamil Nadu,Dairy,8,0,0,None,0,NA,0,0,150859.57,69040.35,44523.52,93964.78,20,153864,2,0,1
R4747,24,Female,Secondary,Madhya Pradesh,Farmer,3,2,5.21,Cotton,885.6,Canal,65,8.49,0,0,0,199843.03,15,60918,3,0,1
R4748,41,Male,Primary,Kerala,Daily Wage,3,2,0,None,0,NA,0,0,236493.62,113424.73,53172.73,141457.12,22,101985,1,0,0
R4749,63,Male,Secondary,Kerala,Daily Wage,4,1,0,None,0,NA,0,0,221520.2,125444.41,67495.94,127963.74,20,170907,3,0,0
R4750,65,Female,Secondary,Bihar,Farmer,4,3,5.72,Cotton,748.4,Rain-fed,62,10.08,0,0,0,195682.8,20,139623,0,0,1
R4751,51,Male,Primary,Uttar Pradesh,Farmer,2,1,1.86,Wheat,911.2,Canal,60,3.62,0,0,0,87737.59,13,137192,0,0,1
R4752,36,Female,Primary,Odisha,Farmer,5,2,4.3,Sugarcane,1188.9,Borewell,71,4.35,0,0,0,118941.96,21,75288,0,0,0
R4753,61,Female,None,Bihar,Shopkeeper,2,0,0,None,0,NA,0,0,158002.38,65411.8,12592.67,105438.39,21,74238,1,0,0
R4754,45,Male,Graduate,Madhya Pradesh,Service Provider,3,1,0,None,0,NA,0,0,68145.56,46574.14,69874.66,35716.6,18,48081,0,0,1
R4755,45,Female,Primary,Uttar Pradesh,Farmer,4,1,4.47,Groundnut,799.1,Canal,79,8.5,0,0,0,262395.52,19,64864,3,0,1
R4756,60,Male,Secondary,Madhya Pradesh,Farmer,5,1,7.99,Cotton,971.4,Rain-fed,53,11.44,0,0,0,261332.96,22,127335,1,0,1
R4757,55,Male,Secondary,Andhra Pradesh,Shopkeeper,2,0,0,None,0,NA,0,0,131869.23,94089.1,31867.18,63829.95,22,66613,3,0,0
R4758,58,Female,Primary,Andhra Pradesh,Shopkeeper,6,2,0,None,0,NA,0,0,122998.3,77564.21,48382.14,63650,21,33321,2,0,0
R4759,42,Female,Graduate,Andhra Pradesh,Daily Wage,7,0,0,None,0,NA,0,0,110535.86,46948.15,49827.56,92949.41,15,86067,2,0,0
R4760,64,Male,None,Madhya Pradesh,Daily Wage,5,4,0,None,0,NA,0,0,256752.56,122692.74,48381.99,167547.89,25,80920,1,0,1
R4761,40,Female,Primary,Andhra Pradesh,Shopkeeper,2,0,0,None,0,NA,0,0,257531.18,179464.83,59312.84,90086.41,29,171351,3,0,0
R4762,43,Male,Graduate,Bihar,Farmer,3,2,9.52,Rice,765.4,Borewell,75,16.44,0,0,0,306386.4,22,144811,2,0,1
R4763,56,Male,None,Tamil Nadu,Farmer,7,6,7.49,Groundnut,869.8,Borewell,87,6.5,0,0,0,421969.93,15,178445,0,0,1
R4764,23,Male,Primary,Gujarat,Service Provider,8,2,0,None,0,NA,0,0,134433.94,98427.97,33244.07,69833.71,12,145113,2,0,0
R4765,64,Male,None,Uttar Pradesh,Dairy,7,1,0,None,0,NA,0,0,177942.2,120081.86,74622.86,89875.98,31,119809,0,0,0
R4766,29,Male,Secondary,Maharashtra,Shopkeeper,3,1,0,None,0,NA,0,0,123297.29,97927.72,13859.57,46128.18,17,186012,1,0,0
R4767,59,Female,None,Andhra Pradesh,Shopkeeper,2,0,0,None,0,NA,0,0,148329.09,113737.36,39633.72,70234.79,20,106389,3,0,0
R4768,35,Female,Primary,Bihar,Farmer,6,3,4.66,Sugarcane,1001.7,Canal,55,7.09,0,0,0,141647.98,17,87120,0,0,0
R4769,65,Female,None,Telangana,Daily Wage,8,6,0,None,0,NA,0,0,209857.39,116391.79,59862.62,133074.95,18,57899,3,0,1
R4770,63,Female,Primary,Odisha,Farmer,5,2,9.03,Sugarcane,1199.8,Rain-fed,92,10.56,0,0,0,246357.92,18,136022,3,0,1
R4771,63,Female,Secondary,Bihar,Farmer,2,1,2.15,Wheat,757.5,Rain-fed,44,5.22,0,0,0,120790.48,15,97846,0,0,0
R4772,53,Female,Graduate,Tamil Nadu,Farmer,3,2,3.25,Wheat,1293.8,Borewell,77,3.34,0,0,0,81226.27,30,66231,0,0,0
R4773,24,Female,Primary,Bihar,Shopkeeper,3,0,0,None,0,NA,0,0,81567.09,61256.96,77109.61,38164.03,17,115419,0,0,0
R4774,37,Female,Graduate,Maharashtra,Daily Wage,4,1,0,None,0,NA,0,0,223790.63,134667.41,76570.11,102120.02,24,94183,1,0,0
R4775,57,Male,Secondary,Bihar,Farmer,7,0,5.44,Corn,1458.4,Rain-fed,88,10.91,0,0,0,311032.46,23,157632,3,1,1
R4776,33,Female,Primary,Telangana,Dairy,2,1,0,None,0,NA,0,0,137034.87,96304.29,64916.45,66732.59,20,168895,0,0,0
R4777,61,Female,None,Tamil Nadu,Farmer,6,0,0.63,Pulses,1116.3,Borewell,70,1.38,0,0,0,18499.97,23,45818,2,1,0
R4778,46,Male,Primary,Telangana,Shopkeeper,7,2,0,None,0,NA,0,0,197890.32,151081.52,12482.13,81603.85,20,173391,0,0,0
R4779,28,Female,Primary,Odisha,Daily Wage,4,0,0,None,0,NA,0,0,270068.83,191087.09,69009.46,94262.5,17,156213,1,0,0
R4780,27,Female,Secondary,Kerala,Farmer,4,3,5.25,Groundnut,783.2,Rain-fed,46,5.57,0,0,0,143267.84,26,178815,1,0,0
R4781,26,Male,Secondary,Telangana,Service Provider,7,0,0,None,0,NA,0,0,93445.26,52291.24,29820.58,51444.45,17,45677,2,0,0
R4782,55,Female,None,Odisha,Farmer,2,0,4.15,Sugarcane,501.6,Borewell,52,3.65,0,0,0,199860.49,27,105642,2,0,1
R4783,57,Female,Primary,Odisha,Farmer,6,0,3.07,Rice,1126.8,Rain-fed,74,2.47,0,0,0,148710.13,18,165468,1,0,1
R4784,34,Male,Primary,Madhya Pradesh,Farmer,5,3,4.8,Millets,770.7,Borewell,75,10.08,0,0,0,207738.88,13,188293,1,0,0
R4785,55,Female,Secondary,Gujarat,Farmer,7,6,1.35,Wheat,1028.2,Borewell,94,2.24,0,0,0,69589.75,30,87411,1,0,1
R4786,39,Female,Graduate,Uttar Pradesh,Farmer,7,0,1.34,Corn,1033.3,Rain-fed,70,1.47,0,0,0,48438.01,15,121872,0,0,0
R4787,55,Male,Graduate,Telangana,Farmer,3,0,7.19,Corn,947,Borewell,93,17.29,0,0,0,262439.36,21,84639,1,0,1
R4788,25,Female,None,Tamil Nadu,Farmer,8,4,5.89,Corn,1128.5,Canal,49,8.02,0,0,0,156518.78,20,75299,3,0,1
R4789,21,Male,Secondary,Andhra Pradesh,Shopkeeper,5,4,0,None,0,NA,0,0,293621.11,176425.53,69953.44,133055.1,25,112558,1,0,0
R4790,23,Female,Secondary,Andhra Pradesh,Farmer,2,0,0.92,Rice,1054.8,Canal,68,1.66,0,0,0,47463.37,25,183691,3,1,0
R4791,64,Male,Secondary,Madhya Pradesh,Shopkeeper,5,4,0,None,0,NA,0,0,284999.2,181588.65,23072.54,137962.99,21,168517,3,0,0
R4792,63,Male,Graduate,Uttar Pradesh,Farmer,6,4,5.54,Wheat,939.9,Rain-fed,72,8.98,0,0,0,320460.07,17,182505,3,0,1
R4793,34,Female,Graduate,Kerala,Farmer,2,1,1.85,Corn,746.1,Canal,71,1.95,0,0,0,87802.44,17,134757,1,1,0
R4794,56,Female,Secondary,Tamil Nadu,Farmer,5,1,9.73,Wheat,975.2,Rain-fed,66,9.96,0,0,0,346932.53,19,99234,2,0,1
R4795,27,Female,Graduate,Telangana,Farmer,2,0,1.03,Millets,886.9,Borewell,67,0.99,0,0,0,59634.12,19,105943,3,0,0
R4796,26,Female,Secondary,Odisha,Farmer,8,5,2.88,Rice,853.7,Canal,91,3.03,0,0,0,76798.64,15,136063,3,1,0
R4797,43,Female,Secondary,Andhra Pradesh,Daily Wage,8,2,0,None,0,NA,0,0,210933.08,84381.46,74467.04,161237.04,32,143016,2,0,1
R4798,64,Female,Secondary,Andhra Pradesh,Farmer,4,3,4.85,Pulses,867.2,Rain-fed,69,5.27,0,0,0,255504.41,15,113442,0,0,0
R4799,28,Male,None,Gujarat,Shopkeeper,6,5,0,None,0,NA,0,0,202687.6,126447.31,17146.72,98890.57,21,48985,2,0,0
R4800,32,Female,Primary,Bihar,Daily Wage,7,4,0,None,0,NA,0,0,108062.27,54145.24,44173.7,85857.71,19,104689,3,0,0
R4801,41,Male,Primary,Karnataka,Farmer,2,1,7.27,Cotton,999.3,Canal,52,7.87,0,0,0,285720.88,23,42925,2,0,1
R4802,46,Male,Primary,Odisha,Daily Wage,8,3,0,None,0,NA,0,0,195191.87,82308.72,51143.81,145488.11,18,187890,2,0,0
R4803,30,Female,Primary,Odisha,Shopkeeper,3,0,0,None,0,NA,0,0,173066.13,138214.35,20990.17,66119.8,22,45715,0,0,1
R4804,35,Male,Secondary,Bihar,Farmer,8,3,0.63,Rice,766.6,Rain-fed,43,0.8,0,0,0,15930.92,28,184711,3,0,0
R4805,42,Female,Secondary,Uttar Pradesh,Farmer,8,0,3.39,Pulses,760.2,Canal,67,4.42,0,0,0,148776.84,25,185517,0,0,1
R4806,42,Female,Primary,Odisha,Daily Wage,7,5,0,None,0,NA,0,0,118615.69,80352.2,61499.93,56482.38,30,153536,0,0,0
R4807,59,Male,Secondary,Telangana,Shopkeeper,5,4,0,None,0,NA,0,0,117814.24,50609.49,66147.32,93979.61,22,99604,2,0,0
R4808,24,Male,Secondary,Odisha,Daily Wage,8,6,0,None,0,NA,0,0,94691.18,67989.66,41763.59,61509.25,19,59071,1,0,0
R4809,46,Male,Secondary,Madhya Pradesh,Shopkeeper,5,3,0,None,0,NA,0,0,238541.22,150270.39,38322.2,113034.33,21,94288,3,0,0
R4810,65,Female,Primary,Karnataka,Shopkeeper,5,4,0,None,0,NA,0,0,130178.75,72297.31,45039.35,73082.17,18,78621,1,0,0
R4811,42,Female,Secondary,Odisha,Farmer,5,4,1.34,Corn,823.1,Borewell,46,3.35,0,0,0,30746.43,22,172719,1,0,0
R4812,48,Female,Primary,Maharashtra,Farmer,8,7,3.71,Pulses,862.9,Rain-fed,67,8.16,0,0,0,111286.56,14,88085,2,0,0
R4813,25,Female,Secondary,Gujarat,Farmer,6,5,0.74,Cotton,1056,Rain-fed,76,1.09,0,0,0,25839.58,19,71749,1,0,1
R4814,37,Male,Graduate,Kerala,Farmer,2,0,8.44,Corn,898.3,Borewell,53,13.18,0,0,0,189077.94,14,69908,1,0,1
R4815,24,Female,Primary,Maharashtra,Farmer,3,1,4.66,Cotton,822.4,Canal,90,10.68,0,0,0,125501.72,18,112441,3,0,1
R4816,46,Male,Graduate,Gujarat,Farmer,3,0,5.92,Cotton,1016.5,Canal,59,10.6,0,0,0,181202.62,12,129529,2,0,0
R4817,38,Male,Secondary,Telangana,Daily Wage,7,0,0,None,0,NA,0,0,262110.3,132082.62,55700.34,143588.1,17,170349,2,0,0
R4818,55,Female,Primary,Andhra Pradesh,Farmer,8,3,9.07,Rice,668.5,Borewell,76,12.2,0,0,0,471224.07,22,178987,0,0,1
R4819,56,Female,Primary,Madhya Pradesh,Farmer,2,1,5.96,Wheat,1339.8,Rain-fed,45,9.79,0,0,0,227128.44,25,36227,1,0,1
R4820,30,Female,Secondary,Gujarat,Farmer,3,0,9.96,Rice,927.4,Borewell,49,22.86,0,0,0,527889.54,18,144841,0,0,1
R4821,57,Female,None,Karnataka,Daily Wage,8,0,0,None,0,NA,0,0,78902.62,44935.19,16010.36,61904.72,22,59751,2,0,0
R4822,44,Male,Graduate,Maharashtra,Daily Wage,4,3,0,None,0,NA,0,0,84334.55,44302.37,42564.47,69298.43,23,88379,3,0,1
R4823,31,Male,None,Telangana,Daily Wage,4,1,0,None,0,NA,0,0,262154.06,187134.74,78829.33,96177.24,27,99949,1,0,1
R4824,32,Female,None,Maharashtra,Farmer,3,2,4.23,Rice,413.4,Canal,82,7.88,0,0,0,113399.17,26,183716,1,1,0
R4825,29,Female,Graduate,Odisha,Farmer,3,0,4.92,Groundnut,615,Canal,63,3.96,0,0,0,222381.66,19,156447,3,0,0
R4826,44,Female,Primary,Odisha,Farmer,8,2,9.69,Corn,762.7,Canal,72,19.33,0,0,0,395881.37,16,108125,1,0,1
R4827,58,Male,Primary,Gujarat,Farmer,5,2,3.77,Pulses,773.1,Borewell,83,7.45,0,0,0,75801.29,21,156737,3,0,1
R4828,39,Female,Secondary,Andhra Pradesh,Farmer,6,1,4.76,Cotton,870.3,Canal,56,6.58,0,0,0,114681.8,18,166479,1,0,0
R4829,55,Female,Primary,Andhra Pradesh,Shopkeeper,3,0,0,None,0,NA,0,0,253681.48,143810.78,28174.89,123411.3,17,73971,3,0,1
R4830,26,Male,Primary,Odisha,Farmer,6,3,9.94,Wheat,1093.2,Canal,57,11.76,0,0,0,207232.32,21,32103,3,0,1
R4831,48,Female,Secondary,Tamil Nadu,Farmer,7,5,9.7,Rice,837.3,Rain-fed,52,18.79,0,0,0,272617.74,26,86308,3,0,1
R4832,31,Female,Graduate,Gujarat,Daily Wage,5,0,0,None,0,NA,0,0,112314.52,56328.22,15189.46,74829.42,26,107455,3,0,0
R4833,38,Male,Primary,Maharashtra,Shopkeeper,7,0,0,None,0,NA,0,0,115021.17,79190.49,77916.65,70291.46,6,43518,2,0,0
R4834,45,Male,Secondary,Telangana,Farmer,5,1,4.37,Wheat,767,Borewell,74,5.55,0,0,0,140574.64,19,161140,3,0,0
R4835,42,Male,None,Andhra Pradesh,Shopkeeper,4,0,0,None,0,NA,0,0,93936.78,43501.77,53861.23,77587.27,15,85940,1,0,1
R4836,59,Female,None,Bihar,Shopkeeper,7,6,0,None,0,NA,0,0,148072.16,84132.24,32589.13,90663.57,18,183761,3,0,0
R4837,60,Female,Secondary,Madhya Pradesh,Daily Wage,8,0,0,None,0,NA,0,0,134004.18,91041.85,34305.87,66018.93,16,155325,0,0,0
R4838,42,Male,Primary,Bihar,Dairy,2,0,0,None,0,NA,0,0,65337.59,27708.21,74566.35,74294.19,20,168112,2,0,0
R4839,31,Female,None,Kerala,Dairy,3,1,0,None,0,NA,0,0,93228.04,61668.45,43318.81,63859.52,21,145062,2,0,0
R4840,58,Female,Secondary,Gujarat,Service Provider,8,3,0,None,0,NA,0,0,271238.49,204760.47,38571.48,80601.04,12,49550,0,0,0
R4841,35,Male,Graduate,Maharashtra,Daily Wage,3,0,0,None,0,NA,0,0,66479.04,44664.22,57729.47,49834.56,26,47894,3,0,1
R4842,61,Male,None,Odisha,Shopkeeper,3,0,0,None,0,NA,0,0,267488.51,160843.7,29113.7,138789.52,27,164629,0,0,1
R4843,54,Female,Graduate,Gujarat,Farmer,4,2,7,Cotton,702.9,Borewell,58,15.88,0,0,0,312161.6,16,146596,1,0,1
R4844,58,Male,None,Tamil Nadu,Dairy,7,5,0,None,0,NA,0,0,112451.78,74438.87,12950.14,57123.66,22,67774,1,0,0
R4845,36,Male,Secondary,Karnataka,Farmer,7,0,4.21,Groundnut,697,Rain-fed,53,9.66,0,0,0,197755.67,20,88040,3,0,1
R4846,41,Female,Primary,Telangana,Farmer,7,1,6.44,Corn,668.9,Canal,59,10.43,0,0,0,234151.8,20,48105,2,0,1
R4847,59,Male,None,Bihar,Shopkeeper,5,0,0,None,0,NA,0,0,291386.63,230704.52,39831.53,94351.97,22,80435,3,0,0
R4848,46,Male,Primary,Madhya Pradesh,Farmer,7,2,5.55,Groundnut,949.8,Canal,51,7.4,0,0,0,243261.92,26,86590,2,0,1
R4849,35,Male,Secondary,Telangana,Daily Wage,7,2,0,None,0,NA,0,0,111603.11,70165.65,58269.78,63034.5,21,173291,0,0,0
R4850,31,Female,Secondary,Kerala,Daily Wage,7,4,0,None,0,NA,0,0,65824.69,29726.76,69196.04,68058.79,19,89748,0,0,0
R4851,29,Male,Primary,Maharashtra,Farmer,8,1,1.42,Sugarcane,1179,Borewell,81,1.58,0,0,0,44579.58,27,59508,2,1,0
R4852,37,Male,Primary,Karnataka,Shopkeeper,2,1,0,None,0,NA,0,0,175107.71,76500.87,72623.83,111611.31,22,166726,1,0,0
R4853,20,Female,Primary,Gujarat,Daily Wage,2,0,0,None,0,NA,0,0,201554.58,111927.78,78871.11,101613.73,23,35455,1,0,0
R4854,47,Male,Primary,Gujarat,Farmer,8,7,3.23,Sugarcane,1178,Canal,67,2.7,0,0,0,69265.43,18,54813,2,0,1
R4855,37,Male,Secondary,Andhra Pradesh,Farmer,8,3,9.85,Pulses,677.4,Canal,91,20.41,0,0,0,538319.66,23,160203,1,0,1
R4856,50,Male,Secondary,Maharashtra,Farmer,6,2,1.23,Millets,607.1,Canal,87,2.53,0,0,0,48006.88,18,145490,2,0,0
R4857,54,Male,Primary,Telangana,Shopkeeper,2,0,0,None,0,NA,0,0,290232.99,183549.7,73876.86,117110.17,21,66672,0,0,1
R4858,43,Male,Primary,Bihar,Farmer,3,0,1.64,Wheat,1076.2,Canal,48,1.51,0,0,0,72448.02,24,49851,3,1,0
R4859,23,Female,Secondary,Gujarat,Shopkeeper,7,5,0,None,0,NA,0,0,147870.72,75347.89,23881.99,88483.66,14,146981,1,0,0
R4860,65,Female,Secondary,Kerala,Shopkeeper,5,2,0,None,0,NA,0,0,228704.69,140182.62,76703.44,124938.05,31,179223,3,1,0
R4861,27,Female,Secondary,Madhya Pradesh,Farmer,8,7,6.9,Sugarcane,924.2,Rain-fed,59,14.47,0,0,0,231832.52,13,53197,3,0,1
R4862,47,Male,Graduate,Bihar,Farmer,5,4,5.38,Wheat,900.7,Rain-fed,91,10.52,0,0,0,306924.19,21,82702,0,0,1
R4863,42,Female,Secondary,Odisha,Farmer,3,1,2.28,Groundnut,523.6,Rain-fed,62,4.49,0,0,0,85526.46,26,109606,1,0,1
R4864,29,Female,Primary,Kerala,Farmer,7,0,5.72,Groundnut,1162.7,Rain-fed,92,13.85,0,0,0,189280.82,20,182215,0,0,1
R4865,47,Female,Primary,Uttar Pradesh,Farmer,5,0,6.44,Pulses,843.1,Borewell,77,10.56,0,0,0,156850.97,18,100979,0,0,1
R4866,63,Male,Secondary,Bihar,Daily Wage,7,5,0,None,0,NA,0,0,104773.37,43459.55,58118.61,101095.94,28,173060,1,0,0
R4867,35,Female,None,Madhya Pradesh,Daily Wage,6,2,0,None,0,NA,0,0,121374.63,78768.95,14242.3,73821.2,20,190463,1,1,0
R4868,27,Female,Secondary,Maharashtra,Farmer,2,0,1.83,Sugarcane,1029.4,Canal,43,2.3,0,0,0,100792.55,13,152505,1,0,1
R4869,54,Male,Secondary,Bihar,Farmer,5,0,5.52,Corn,774.7,Canal,67,6.06,0,0,0,145298.39,21,75639,0,0,0
R4870,27,Male,Primary,Andhra Pradesh,Farmer,8,2,4.92,Pulses,977.8,Borewell,76,8.78,0,0,0,225643.55,9,74777,0,0,1
R4871,51,Male,None,Bihar,Farmer,5,3,7.49,Pulses,986.2,Borewell,69,7.9,0,0,0,266541.94,18,131676,3,0,1
R4872,32,Male,None,Madhya Pradesh,Farmer,8,5,7.04,Pulses,911,Canal,40,5.64,0,0,0,362621.65,20,91624,1,0,1
R4873,23,Female,Secondary,Telangana,Shopkeeper,4,0,0,None,0,NA,0,0,149993.72,85864.43,11122.26,76635.66,20,162390,3,0,0
R4874,60,Female,Graduate,Madhya Pradesh,Farmer,5,4,4.93,Corn,759.5,Borewell,66,6.24,0,0,0,117905.81,16,36004,0,0,1
